route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
14_16_sov,sov,14,16,700,12,19.308,2.32302,3.73774,5.16568,12,33.5462,"https://www.google.com/maps/dir/43.529306,-96.751035/43.546744,-96.711382/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
14_17_sov,sov,14,17,700,10,16.09,2.15166,3.46203,4.64756,10,24.3133,"https://www.google.com/maps/dir/43.529306,-96.751035/43.541280,-96.711382/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
14_18_sov,sov,14,18,100,15,24.135,3.09683,4.9828,4.84367,15,36.7236,"https://www.google.com/maps/dir/43.529306,-96.751035/43.546744,-96.694078/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
14_19_sov,sov,14,19,300,8,12.872,1.98982,3.20162,4.02046,8,17.0395,"https://www.google.com/maps/dir/43.529306,-96.751035/43.529591,-96.711316/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591)"
14_20_sov,sov,14,20,500,12,19.308,2.21769,3.56827,5.41102,12,26.3929,"https://www.google.com/maps/dir/43.529306,-96.751035/43.515333,-96.711185/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711185 43.515333)"
14_21_sov,sov,14,21,400,9,14.481,1.64343,2.64428,5.47635,9,24.1623,"https://www.google.com/maps/dir/43.529306,-96.751035/43.510485,-96.730979/","LINESTRING(-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164,-96.730979 43.510485)"
14_22_sov,sov,14,22,1200,8,12.872,1.40713,2.26407,5.68534,8,21.6053,"https://www.google.com/maps/dir/43.529306,-96.751035/43.514858,-96.731241/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.731241 43.514858)"
14_23_sov,sov,14,23,1100,4,6.436,0.99829,1.60625,4.00685,4,9.00031,"https://www.google.com/maps/dir/43.529306,-96.751035/43.514858,-96.750904/","LINESTRING(-96.751035 43.529306,-96.750904 43.514858)"
14_24_sov,sov,14,24,400,6,9.654,1.80859,2.91002,3.3175,6,12.7479,"https://www.google.com/maps/dir/43.529306,-96.751035/43.503164,-96.749200/","LINESTRING(-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164)"
15_1_sov,sov,15,1,500,23,37.007,6.0846,9.79012,3.78003,23,41.4547,"https://www.google.com/maps/dir/43.529401,-96.731504/43.612828,-96.770420/","LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
15_2_sov,sov,15,2,100,19,30.571,5.37608,8.65012,3.53417,19,52.5698,"https://www.google.com/maps/dir/43.529401,-96.731504/43.605813,-96.711251/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
15_3_sov,sov,15,3,100,19,30.571,3.6949,5.9451,5.14222,19,37.446,"https://www.google.com/maps/dir/43.529401,-96.731504/43.572962,-96.774303/","LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962)"
15_4_sov,sov,15,4,500,15,24.135,2.49328,4.01169,6.01617,15,33.1428,"https://www.google.com/maps/dir/43.529401,-96.731504/43.563654,-96.747168/","LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
15_5_sov,sov,15,5,200,14,22.526,2.3929,3.85017,5.85065,14,29.8774,"https://www.google.com/maps/dir/43.529401,-96.731504/43.564034,-96.731569/","LINESTRING(-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
15_6_sov,sov,15,6,200,14,22.526,4.14135,6.66343,3.38054,14,45.9361,"https://www.google.com/maps/dir/43.529401,-96.731504/43.587586,-96.711644/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
15_7_sov,sov,15,7,500,12,19.308,3.04964,4.90687,3.93489,12,26.0517,"https://www.google.com/maps/dir/43.529401,-96.731504/43.563844,-96.693423/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
15_8_sov,sov,15,8,600,12,19.308,2.48798,4.00316,4.8232,12,31.3876,"https://www.google.com/maps/dir/43.529401,-96.731504/43.562324,-96.711382/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
15_9_sov,sov,15,9,1000,9,14.481,1.32634,2.13408,6.7856,9,19.804,"https://www.google.com/maps/dir/43.529401,-96.731504/43.548596,-96.731241/","LINESTRING(-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
15_10_sov,sov,15,10,4000,6,9.654,1.09651,1.76428,5.47192,6,14.0111,"https://www.google.com/maps/dir/43.529401,-96.731504/43.545271,-96.731438/","LINESTRING(-96.731504 43.529401,-96.731438 43.545271)"
15_11_sov,sov,15,11,1400,9,14.481,1.27511,2.05166,7.0582,9,25.5976,"https://www.google.com/maps/dir/43.529401,-96.731504/43.544131,-96.746841/","LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131)"
15_12_sov,sov,15,12,700,15,24.135,2.63499,4.2397,5.69262,15,39.2592,"https://www.google.com/maps/dir/43.529401,-96.731504/43.543941,-96.780137/","LINESTRING(-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.780137 43.543941)"
15_13_sov,sov,15,13,700,12,19.308,4.094,6.58725,2.93112,12,42.1643,"https://www.google.com/maps/dir/43.529401,-96.731504/43.490707,-96.793377/","LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
15_14_sov,sov,15,14,1300,5,8.045,0.978469,1.57436,5.11002,5,12.0172,"https://www.google.com/maps/dir/43.529401,-96.731504/43.529306,-96.751035/","LINESTRING(-96.731504 43.529401,-96.751035 43.529306)"
15_16_sov,sov,15,16,1200,7,11.263,1.56576,2.5193,4.47068,7,20.8124,"https://www.google.com/maps/dir/43.529401,-96.731504/43.546744,-96.711382/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
15_17_sov,sov,15,17,1500,5,8.045,1.29981,2.0914,3.84671,5,11.5795,"https://www.google.com/maps/dir/43.529401,-96.731504/43.541280,-96.711382/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
15_18_sov,sov,15,18,200,10,16.09,2.2248,3.5797,4.49479,10,23.9899,"https://www.google.com/maps/dir/43.529401,-96.731504/43.546744,-96.694078/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
15_19_sov,sov,15,19,800,3,4.827,1.01136,1.62728,2.96629,3,4.30571,"https://www.google.com/maps/dir/43.529401,-96.731504/43.529591,-96.711316/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591)"
15_20_sov,sov,15,20,1100,7,11.263,1.40749,2.26465,4.9734,7,13.6592,"https://www.google.com/maps/dir/43.529401,-96.731504/43.515333,-96.711185/","LINESTRING(-96.731504 43.529401,-96.711316 43.529591,-96.711185 43.515333)"
15_21_sov,sov,15,21,800,5,8.045,1.30725,2.10337,3.82481,5,13.1558,"https://www.google.com/maps/dir/43.529401,-96.731504/43.510485,-96.730979/","LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
15_22_sov,sov,15,22,2600,3,4.827,1.00492,1.61692,2.98531,3,8.87156,"https://www.google.com/maps/dir/43.529401,-96.731504/43.514858,-96.731241/","LINESTRING(-96.731504 43.529401,-96.731241 43.514858)"
15_23_sov,sov,15,23,1000,7,11.263,1.39802,2.24942,5.00707,7,21.0104,"https://www.google.com/maps/dir/43.529401,-96.731504/43.514858,-96.750904/","LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
15_24_sov,sov,15,24,400,8,12.872,2.01806,3.24705,3.96421,8,24.6765,"https://www.google.com/maps/dir/43.529401,-96.731504/43.503164,-96.749200/","LINESTRING(-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
16_1_sov,sov,16,1,500,18,28.962,5.43882,8.75107,3.30954,18,37.7583,"https://www.google.com/maps/dir/43.546744,-96.711382/43.612828,-96.770420/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
16_2_sov,sov,16,2,400,12,19.308,4.08135,6.56689,2.9402,12,31.7574,"https://www.google.com/maps/dir/43.546744,-96.711382/43.605813,-96.711251/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
16_3_sov,sov,16,3,200,17,27.353,3.63413,5.84731,4.67787,17,41.4083,"https://www.google.com/maps/dir/43.546744,-96.711382/43.572962,-96.774303/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
16_4_sov,sov,16,4,800,13,20.917,2.13921,3.44199,6.07701,13,37.105,"https://www.google.com/maps/dir/43.546744,-96.711382/43.563654,-96.747168/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
16_5_sov,sov,16,5,500,11,17.699,1.56491,2.51795,7.02914,11,34.7576,"https://www.google.com/maps/dir/43.546744,-96.711382/43.564034,-96.731569/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
16_6_sov,sov,16,6,900,7,11.263,2.82197,4.54054,2.48054,7,25.1237,"https://www.google.com/maps/dir/43.546744,-96.711382/43.587586,-96.711644/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
16_7_sov,sov,16,7,1400,5,8.045,1.4848,2.38904,3.36746,5,5.23931,"https://www.google.com/maps/dir/43.546744,-96.711382/43.563844,-96.693423/","LINESTRING(-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
16_8_sov,sov,16,8,2200,5,8.045,1.0765,1.73209,4.64469,5,10.5752,"https://www.google.com/maps/dir/43.546744,-96.711382/43.562324,-96.711382/","LINESTRING(-96.711382 43.546744,-96.711382 43.562324)"
16_9_sov,sov,16,9,1400,7,11.263,1.00277,1.61345,6.98069,7,26.1883,"https://www.google.com/maps/dir/43.546744,-96.711382/43.548596,-96.731241/","LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
16_10_sov,sov,16,10,4400,4,6.436,1.00958,1.62441,3.96205,4,20.3954,"https://www.google.com/maps/dir/43.546744,-96.711382/43.545271,-96.731438/","LINESTRING(-96.711382 43.546744,-96.731438 43.545271)"
16_11_sov,sov,16,11,1400,9,14.481,1.78499,2.87205,5.04205,9,32.9353,"https://www.google.com/maps/dir/43.546744,-96.711382/43.544131,-96.746841/","LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
16_12_sov,sov,16,12,700,15,24.135,3.44879,5.54911,4.34935,15,46.597,"https://www.google.com/maps/dir/43.546744,-96.711382/43.543941,-96.780137/","LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
16_13_sov,sov,16,13,600,18,28.962,5.6452,9.08313,3.18855,18,49.6247,"https://www.google.com/maps/dir/43.546744,-96.711382/43.490707,-96.793377/","LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
16_14_sov,sov,16,14,700,12,19.308,2.32302,3.73774,5.16568,12,32.9299,"https://www.google.com/maps/dir/43.546744,-96.711382/43.529306,-96.751035/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
16_15_sov,sov,16,15,1200,7,11.263,1.56576,2.5193,4.47068,7,20.9127,"https://www.google.com/maps/dir/43.546744,-96.711382/43.529401,-96.731504/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
16_17_sov,sov,16,17,2800,2,3.218,0.377497,0.607393,5.29806,2,9.20395,"https://www.google.com/maps/dir/43.546744,-96.711382/43.541280,-96.711382/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280)"
16_18_sov,sov,16,18,500,3,4.827,0.866562,1.3943,3.46196,3,3.17745,"https://www.google.com/maps/dir/43.546744,-96.711382/43.546744,-96.694078/","LINESTRING(-96.711382 43.546744,-96.694078 43.546744)"
16_19_sov,sov,16,19,1300,4,6.436,1.18513,1.90688,3.37515,4,16.5976,"https://www.google.com/maps/dir/43.546744,-96.711382/43.529591,-96.711316/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
16_20_sov,sov,16,20,1600,7,11.263,2.17028,3.49197,3.2254,7,7.45114,"https://www.google.com/maps/dir/43.546744,-96.711382/43.515333,-96.711185/","LINESTRING(-96.711382 43.546744,-96.694078 43.546744,-96.711185 43.515333)"
16_21_sov,sov,16,21,600,12,19.308,2.69074,4.3294,4.45974,12,34.0685,"https://www.google.com/maps/dir/43.546744,-96.711382/43.510485,-96.730979/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
16_22_sov,sov,16,22,1200,10,16.09,2.4173,3.88943,4.13685,10,29.7842,"https://www.google.com/maps/dir/43.546744,-96.711382/43.514858,-96.731241/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858)"
16_23_sov,sov,16,23,500,14,22.526,2.96199,4.76583,4.72656,14,41.923,"https://www.google.com/maps/dir/43.546744,-96.711382/43.514858,-96.750904/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
16_24_sov,sov,16,24,300,15,24.135,3.55757,5.72413,4.21636,15,45.5892,"https://www.google.com/maps/dir/43.546744,-96.711382/43.503164,-96.749200/","LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
17_1_sov,sov,17,1,400,20,32.18,5.75947,9.26698,3.47254,20,46.9912,"https://www.google.com/maps/dir/43.541280,-96.711382/43.612828,-96.770420/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
17_2_sov,sov,17,2,200,14,22.526,4.45885,7.17428,3.13983,14,40.9903,"https://www.google.com/maps/dir/43.541280,-96.711382/43.605813,-96.711251/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
17_3_sov,sov,17,3,100,19,30.571,3.8364,6.17277,4.95256,19,50.6411,"https://www.google.com/maps/dir/43.541280,-96.711382/43.572962,-96.774303/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
17_4_sov,sov,17,4,500,15,24.135,2.36667,3.80798,6.33801,15,46.3379,"https://www.google.com/maps/dir/43.541280,-96.711382/43.563654,-96.747168/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
17_5_sov,sov,17,5,200,13,20.917,1.86909,3.00736,6.95526,13,43.9905,"https://www.google.com/maps/dir/43.541280,-96.711382/43.564034,-96.731569/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
17_6_sov,sov,17,6,500,9,14.481,3.19946,5.14793,2.81298,9,34.3566,"https://www.google.com/maps/dir/43.541280,-96.711382/43.587586,-96.711644/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
17_7_sov,sov,17,7,1000,7,11.263,1.79979,2.89586,3.88935,7,14.4722,"https://www.google.com/maps/dir/43.541280,-96.711382/43.563844,-96.693423/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
17_8_sov,sov,17,8,1400,7,11.263,1.454,2.33948,4.81432,7,19.8081,"https://www.google.com/maps/dir/43.541280,-96.711382/43.562324,-96.711382/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
17_9_sov,sov,17,9,900,9,14.481,1.1157,1.79516,8.0667,9,35.4212,"https://www.google.com/maps/dir/43.541280,-96.711382/43.548596,-96.731241/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
17_10_sov,sov,17,10,3900,6,9.654,1.04164,1.676,5.76014,6,29.6283,"https://www.google.com/maps/dir/43.541280,-96.711382/43.545271,-96.731438/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271)"
17_11_sov,sov,17,11,1000,11,17.699,1.7868,2.87497,6.15624,11,42.1682,"https://www.google.com/maps/dir/43.541280,-96.711382/43.544131,-96.746841/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
17_12_sov,sov,17,12,600,17,27.353,3.44841,5.54849,4.92981,17,55.8299,"https://www.google.com/maps/dir/43.541280,-96.711382/43.543941,-96.780137/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
17_13_sov,sov,17,13,500,17,27.353,5.39344,8.67804,3.15198,17,53.873,"https://www.google.com/maps/dir/43.541280,-96.711382/43.490707,-96.793377/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
17_14_sov,sov,17,14,700,10,16.09,2.15166,3.46203,4.64756,10,23.7259,"https://www.google.com/maps/dir/43.541280,-96.711382/43.529306,-96.751035/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
17_15_sov,sov,17,15,1500,5,8.045,1.29981,2.0914,3.84671,5,11.7087,"https://www.google.com/maps/dir/43.541280,-96.711382/43.529401,-96.731504/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
17_16_sov,sov,17,16,2800,2,3.218,0.377497,0.607393,5.29806,2,9.23289,"https://www.google.com/maps/dir/43.541280,-96.711382/43.546744,-96.711382/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744)"
17_18_sov,sov,17,18,600,5,8.045,0.945252,1.52091,5.28959,5,12.4103,"https://www.google.com/maps/dir/43.541280,-96.711382/43.546744,-96.694078/","LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
17_19_sov,sov,17,19,1700,2,3.218,0.807636,1.29949,2.47636,2,7.39362,"https://www.google.com/maps/dir/43.541280,-96.711382/43.529591,-96.711316/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591)"
17_20_sov,sov,17,20,1700,6,9.654,1.79278,2.88459,3.34675,6,16.7471,"https://www.google.com/maps/dir/43.541280,-96.711382/43.515333,-96.711185/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.711185 43.515333)"
17_21_sov,sov,17,21,600,10,16.09,2.34334,3.77043,4.26742,10,24.8646,"https://www.google.com/maps/dir/43.541280,-96.711382/43.510485,-96.730979/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
17_22_sov,sov,17,22,1700,8,12.872,2.07909,3.34525,3.84784,8,20.5803,"https://www.google.com/maps/dir/43.541280,-96.711382/43.514858,-96.731241/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858)"
17_23_sov,sov,17,23,600,12,19.308,2.69312,4.33323,4.4558,12,32.7191,"https://www.google.com/maps/dir/43.541280,-96.711382/43.514858,-96.750904/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
17_24_sov,sov,17,24,300,13,20.917,3.24434,5.22015,4.00697,13,36.3852,"https://www.google.com/maps/dir/43.541280,-96.711382/43.503164,-96.749200/","LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
18_1_sov,sov,18,1,100,18,28.962,5.95395,9.57991,3.0232,18,34.9307,"https://www.google.com/maps/dir/43.546744,-96.694078/43.612828,-96.770420/","LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
18_4_sov,sov,18,4,100,13,20.917,2.90382,4.67225,4.47686,13,34.2774,"https://www.google.com/maps/dir/43.546744,-96.694078/43.563654,-96.747168/","LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
18_6_sov,sov,18,6,100,7,11.263,2.95578,4.75585,2.36824,7,22.296,"https://www.google.com/maps/dir/43.546744,-96.694078/43.587586,-96.711644/","LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
18_7_sov,sov,18,7,200,2,3.218,1.18196,1.90178,1.6921,2,2.06186,"https://www.google.com/maps/dir/43.546744,-96.694078/43.563844,-96.693423/","LINESTRING(-96.694078 43.546744,-96.693423 43.563844)"
18_8_sov,sov,18,8,300,5,8.045,1.38188,2.22344,3.61827,5,7.74759,"https://www.google.com/maps/dir/43.546744,-96.694078/43.562324,-96.711382/","LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
18_9_sov,sov,18,9,200,10,16.09,1.86551,3.0016,5.36047,10,29.3681,"https://www.google.com/maps/dir/43.546744,-96.694078/43.548596,-96.731241/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
18_10_sov,sov,18,10,700,7,11.263,1.87377,3.0149,3.73577,7,23.5752,"https://www.google.com/maps/dir/43.546744,-96.694078/43.545271,-96.731438/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271)"
18_11_sov,sov,18,11,200,12,19.308,2.64858,4.26156,4.53074,12,36.1151,"https://www.google.com/maps/dir/43.546744,-96.694078/43.544131,-96.746841/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
18_12_sov,sov,18,12,200,18,28.962,4.31428,6.94168,4.17219,18,49.7768,"https://www.google.com/maps/dir/43.546744,-96.694078/43.543941,-96.780137/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
18_13_sov,sov,18,13,100,17,27.353,6.30423,10.1435,2.6966,17,41.5998,"https://www.google.com/maps/dir/43.546744,-96.694078/43.490707,-96.793377/","LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
18_14_sov,sov,18,14,100,15,24.135,3.09683,4.9828,4.84367,15,36.1097,"https://www.google.com/maps/dir/43.546744,-96.694078/43.529306,-96.751035/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
18_15_sov,sov,18,15,200,10,16.09,2.2248,3.5797,4.49479,10,24.0925,"https://www.google.com/maps/dir/43.546744,-96.694078/43.529401,-96.731504/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
18_16_sov,sov,18,16,500,3,4.827,0.866562,1.3943,3.46196,3,3.17983,"https://www.google.com/maps/dir/43.546744,-96.694078/43.546744,-96.711382/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744)"
18_17_sov,sov,18,17,600,5,8.045,0.945252,1.52091,5.28959,5,12.3838,"https://www.google.com/maps/dir/43.546744,-96.694078/43.541280,-96.711382/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280)"
18_19_sov,sov,18,19,300,7,11.263,1.46628,2.35925,4.77397,7,19.7774,"https://www.google.com/maps/dir/43.546744,-96.694078/43.529591,-96.711316/","LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
18_20_sov,sov,18,20,400,4,6.436,2.33331,3.7543,1.7143,4,4.27369,"https://www.google.com/maps/dir/43.546744,-96.694078/43.515333,-96.711185/","LINESTRING(-96.694078 43.546744,-96.711185 43.515333)"
18_21_sov,sov,18,21,100,10,16.09,3.11343,5.00951,3.21189,10,12.5914,"https://www.google.com/maps/dir/43.546744,-96.694078/43.510485,-96.730979/","LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
18_22_sov,sov,18,22,300,9,14.481,2.88432,4.64087,3.12032,9,12.2,"https://www.google.com/maps/dir/43.546744,-96.694078/43.514858,-96.731241/","LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
18_23_sov,sov,18,23,100,13,20.917,3.59957,5.7917,3.61155,13,24.3388,"https://www.google.com/maps/dir/43.546744,-96.694078/43.514858,-96.750904/","LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
19_1_sov,sov,19,1,300,22,35.398,6.4676,10.4064,3.40157,22,54.265,"https://www.google.com/maps/dir/43.529591,-96.711316/43.612828,-96.770420/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
19_2_sov,sov,19,2,100,16,25.744,5.26647,8.47375,3.03809,16,48.2641,"https://www.google.com/maps/dir/43.529591,-96.711316/43.605813,-96.711251/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
19_4_sov,sov,19,4,200,17,27.353,2.9602,4.76297,5.74285,17,53.6118,"https://www.google.com/maps/dir/43.529591,-96.711316/43.563654,-96.747168/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
19_5_sov,sov,19,5,100,15,24.135,2.58689,4.16231,5.79847,15,51.2643,"https://www.google.com/maps/dir/43.529591,-96.711316/43.564034,-96.731569/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
